name;region;city;address
"Новороссийский филиал Московского гуманитарно-экономического института
";Краснодарский край;Новороссийск;"353900, Краснодарский край, г. Новороссийск, ул. Коммунистическая/Советов, д. 36/37"
"Новороссийский филиал Пятигорского государственного лингвистического университета
";Краснодарский край;Новороссийск;"353920, Краснодарский край, г. Новороссийск, ул. Куникова, д. 47-Б"
"Новороссийский филиал Современной гуманитарной академии
";Краснодарский край;Новороссийск;"353920, Краснодарский край, г. Новороссийск, ул. Куникова, д. 47 б"
"Отрадненский гуманитарный институт
";Краснодарский край;Отрадная;"352290, Краснодарский край, Отрадненский район, ст. Отрадная, ул. Урупская, 62"
"Северо-Кавказский институт бизнеса, инженерных и информационных технологий
";Краснодарский край;Армавир;"352900, Краснодарский край, город Армавир, улица Дзержинского, 62/1"
"Северо-Кавказский филиал Российской академии правосудия (г. Краснодар)
";Краснодарский край;Краснодар;"350002, г. Краснодар, улица Леваневского, дом 187"
"Сочинский государственный университет

/ Прежние наименования /


до 05.2011 - Сочинский государственный университет туризма и курортного дела

";Краснодарский край;Сочи;"354000, Краснодарский край, г. Сочи, ул. Советская, д. 26А"
"Сочинский институт Восточной экономико-юридической гуманитарной академии (филиал)
";Краснодарский край;Сочи;"354054, Краснодарский край, г. Сочи, ул. Возрождения, д. 8"
"Сочинский институт курортной рекреации и гостеприимства - филиал Российской международной академии туризма
";Краснодарский край;Сочи;"354008, Краснодарский край, г. Сочи, ул. Клубничная, д. 2а"
"Сочинский институт моды, бизнеса и права
";Краснодарский край;Сочи;"354000, Краснодарский край, г. Сочи, ул. Парковая, д. 17"
"Сочинский институт (филиал) Российского университета дружбы народов
";Краснодарский край;Сочи;"354348, Краснодарский край, г. Сочи, ул. Куйбышева, д. 32"
"Сочинский институт экономики и информационных технологий
";Краснодарский край;Сочи;"354068, Краснодарский край, г. Сочи, пер. Строительный, д. 10"
"Сочинский морской институт
";Краснодарский край;Сочи;"354003, Краснодарский край, г. Сочи, ул. Конституции 56"
"Сочинский филиал Московского автомобильно-дорожного государственного технического университета (МАДИ)
";Краснодарский край;Сочи;"354024, Краснодарский край, г. Сочи, ул. Чекменева, д. 5"
"Сочинский филиал Московского института предпринимательства и права
";Краснодарский край;Сочи;"354008, Краснодарский край, Центральный р-он, г. Сочи, ул. Виноградная, д. 207"
"Сочинский филиал Современной гуманитарной академии
";Краснодарский край;Сочи;"354002, Краснодарский край, г. Сочи, ул. Коммунальная, д. 37а"
"Филиал Адыгейского государственного университета в г. Белореченске
";Краснодарский край;Белореченск;"352630, Краснодарский край, г. Белореченск, ул. 8 Марта, д. 57/1"
"Филиал Адыгейского государственного университета в г. Ейске

/ Прежние наименования /


до 03.06.1999 - Апшеронский учебный центр Адыгейского государственного университета

";Краснодарский край;Ейск;"353691, Краснодарский край, г. Ейск, ул. Коммунистическая, д. 83/3"
"Филиал Адыгейского государственного университета в г. Сочи
";Краснодарский край;Сочи;"354200, Краснодарский край, г. Сочи, ул. Калараш, д. 99"
"Филиал Академии маркетинга и социально-информационных технологий - ИМСИТ (г. Краснодар) в г. Новороссийске
";Краснодарский край;Новороссийск;"353905, Краснодарский край, г. Новороссийск, ул. Энгельса/Лейтенанта Шмидта, д. 73-75/30-34"
"Филиал Армавирского лингвистического социального института в г. Новороссийске

/ Прежние наименования /


до 27.03.2009 - Филиал Армавирского лингвистического университета (институт) в г. Новороссийске

";Краснодарский край;Новороссийск;"353900, Краснодарский край, г. Новороссийск, ул. Цедрика, д. 7"
"Филиал Армавирского лингвистического социального института в г. Тихорецке

/ Прежние наименования /


до 27.03.2009 - Филиал Армавирского лингвистического университета (института) в г. Тихорецке

";Краснодарский край;Парковый;"352104, Краснодарский край, Тихорецкий район, пос. Парковый, Промзона, д. 4"
"Филиал Армавирского лингвистического социального института в г. Усть-Лабинске

/ Прежние наименования /


до 01.11.2008 - Филиал Армавирского лингвистического университета (института) в г. Усть-Лабинске

";Краснодарский край;Усть-Лабинск;"352330, Краснодарский край, г. Усть-Лабинск, ул. Шаумяна, д. 3"
"Филиал (г. Анапа) Академического правового института
";Краснодарский край;Анапа;"353440, Краснодарский край, город-курорт Анапа, Анапское шоссе, 89 а, 2 этаж"
"Филиал Института экономики и управления в медицине и социальной сфере (г. Белореченск)
";Краснодарский край;Белореченск;"352630, Краснодарский край, г. Белореченск, ул. Ленина, д. 76"
"Филиал Кубанского государственного университета в г. Армавире
";Краснодарский край;Армавир;"352930, Краснодарский край, г. Армавир, ул. Комсомольская, д. 126"
"Филиал Кубанского государственного университета в г. Геленджике
";Краснодарский край;Геленджик;"353460, Краснодарский край, г. Геленджик, ул. Луначарского, д. 126"
"Филиал Кубанского государственного университета в г. Горячий Ключ
";Краснодарский край;Горячий Ключ;"353290, Краснодарский край, г. Горячий Ключ, ул. Ленина, д. 73"
"Филиал Кубанского государственного университета в г. Кореновске
";Краснодарский край;Кореновск;"353183, Краснодарский край, г. Кореновск, ул. Маяковского, д. 8"
"Филиал Кубанского государственного университета в г. Кропоткине
";Краснодарский край;Кропоткин;"352380, Краснодарский край, г. Кропоткин, ул. Ленина, д. 247"
"Филиал Кубанского государственного университета в г. Новороссийске
";Краснодарский край;Новороссийск;"353900, Краснодарский край, г. Новороссийск, ул. Коммунистическая, д. 36"
"Филиал Кубанского государственного университета в г. Славянске-на-Кубани

/ Прежние наименования /


до 2012 г. - Славянский-на-Кубани государственный педагогический институт

";Краснодарский край;Славянск-на-Кубани;"353560, Краснодарский край, славянский район, г. Славянск-на-Кубани, ул. Кубанская, д. 200"
"Филиал Кубанского государственного университета в г. Тихорецке
";Краснодарский край;Тихорецк;"352126, Краснодарский край, г. Тихорецк, Новорождественское шоссе, д. 3"
"Филиал Кубанского государственного университета в станице Ленинградской
";Краснодарский край;Ленинградская;"353740, Краснодарский край, станица Ленинградская, ул. Кооперации, д. 159"
"Филиал Кубанского государственного университета в станице Отрадной
";Краснодарский край;Отрадная;"352290, Краснодарский край, Отрадненский район, станица Отрадная, ул. Красная, 69"
"Филиал Кубанского государственного университета в станице Павловской
";Краснодарский край;Павловская;"352040, Краснодарский край, станица Павловская, ул. Крупской, д. 239"
"Филиал Кубанского государственного университета физической культуры, спорта и туризма в г. Ейске
";Краснодарский край;Ейск;"353691, Краснодарский край, г. Ейск, ул. Коммунистическая, д. 83/3"
"Филиал Кубанского института международного предпринимательства и менеджмента в городе Кропоткине
";Краснодарский край;Кропоткин;"352392, Краснодарский край, г. Кропоткин, ул. Красноармейская, д. 53"
"Филиал Московского государственного открытого университета в г. Ейске Краснодарского края
";Краснодарский край;Ейск;"353660, Краснодарский край, г. Ейск, ул. Мичурина, д. 16"
"Филиал Московского нового юридического института в г. Сочи
";Краснодарский край;Сочи;"354002, Краснодарский край, г. Сочи, ул. Дмитриевой, д. 32б"
"Филиал НОУ ВПО «Московский университет имени С.Ю. Витте» в г. Краснодаре
";Краснодарский край;Краснодар;"350062, Краснодарский край, город Краснодар, улица им. Атарбекова, дом 35"
"Филиал Российского государственного гидрометеорологического университета в г. Туапсе Краснодарского края
";Краснодарский край;Туапсе;"352800, Краснодарский край, г. Туапсе, ул. Морская, д. 7"
"Филиал Российского государственного социального университета в г. Сочи Краснодарского края
";Краснодарский край;Сочи;"354000, Краснодарский край, г. Сочи, ул. Пластунская, д. 151/1"
"Филиал Российского государственного университета туризма и сервиса в г. Сочи

/ Прежние наименования /


до 27.02.2006 - Филиал Московского государственного университета сервиса в г. Сочи

";Краснодарский край;Сочи;"354340, Краснодарский край, Адлерский район, г. Сочи, ул. Кирпичная, д. 24"
"Филиал Ростовского государственного университета путей сообщения в г. Краснодаре
";Краснодарский край;Краснодар;"350033, г. Краснодар, ул. Им. Братьев Дроздовых, д. 20"
"Филиал Ростовского государственного университета путей сообщения в г. Кропоткине
";Краснодарский край;Кропоткин;"352382, Краснодарский край, г. Кропоткин, ул. Пушкина, д. 82"
"Филиал Ростовского государственного университета путей сообщения в г. Туапсе
";Краснодарский край;Туапсе;"352800, Краснодарский край, г. Туапсе, ул. Богдана Хмельницкого, д. 85"
"Филиал Ростовского государственного экономического университета РИНХ в г. Ейске Краснодарского края
";Краснодарский край;Ейск;"353680, Краснодарский край, г. Ейск, ул. Янышева, д. 22"
"Филиал Санкт-Петербургского института внешнеэкономических связей, экономики и права в г. Краснодаре

/ Прежние наименования /


до 26.05.2003 - Филиал (г. Краснодар) Санкт-Петербургского института внешнеэкономических связей, экономики и права

";Краснодарский край;Краснодар;"350002, Краснодарский край, г. Краснодар, ул. Леваневского, д. 82"
"Филиал Сочинского государственного университета в г. Анапе Краснодарского края
";Краснодарский край;Анапа;"353440, Краснодарский край, г. Анапа, ул. Чехова, д. 69"
"Филиал Ставропольского института имени В.Д. Чурсина в г. Кропоткине
";Краснодарский край;Кропоткин;"352380, Краснодарский край, г. Кропоткин, микрорайон-1, д. 50"
"Филиал Финансового университета при Правительстве Российской Федерации в г. Краснодаре
";Краснодарский край;Краснодар;350051 Краснодарский край г. Краснодар ул. Шоссе Нефтяников / ул. им. Федора Лузана 32/34
"филиал Финансового университета при Правительстве Российской Федерации в г.Новороссийске
";Краснодарский край;Новороссийск;"353907, Краснодарский край, г. Новороссийск, ул. Видова, д. 56"
"Филиал Южного федерального университета в г. Геленджике Краснодарского края

/ Прежние наименования /


до 27.12.2006 - Филиал Таганрогского государственного радиотехнического университета в г. Геленджике

";Краснодарский край;Геленджик;"353461, Краснодарский край, г. Геленджик, ул. Красногвардейская, д. 79"
"Филиал Южного федерального университета в г. Ейске Краснодарского края

/ Прежние наименования /


до 27.12.2006 - Филиал Таганрогского государственного радиотехнического университета в г. Ейске

";Краснодарский край;Ейск;"353660, Краснодарский край, г. Ейск, ул. Коммунистическая, д. 63а"
"Южно-Российский институт международных отношений
";Краснодарский край;Краснодар;"350059, Краснодарский край, г. Краснодар, ул. Новороссийская, д. 220"
"Южный институт менеджмента
";Краснодарский край;Краснодар;"350040, Краснодарский край, г. Краснодар, ул. Ставропольская, 216"
"Ачинский филиал Красноярского государственного аграрного университета
";Красноярский край;Ачинск;"662150, Красноярский край, г. Ачинск, ул. Коммунистическая, 49"
"Ачинский филиал Современной гуманитарной академии
";Красноярский край;Ачинск;"662150, Красноярский край, г. Ачинск, ул. Гагарина, д. 27"
"Восточно-Сибирский институт туризма - филиал Российской международной академии туризма
";Красноярский край;Красноярск;"660010, Красноярский край, г. Красноярск, ул. им. Академика Вавилова, д. 1, стр. 10"
"Енисейский филиал Сибирского государственного университета водного транспорта (в г. Красноярске)
";Красноярский край;Красноярск;"660025, г. Красноярск, пер. Якорный, д. 3"
"Красноярская государственная академия музыки и театра
";Красноярский край;Красноярск;"660049, г. Красноярск, ул. Ленина, д. 22"
"Красноярский государственный аграрный университет
";Красноярский край;Красноярск;"660049, Красноярский край, г. Красноярск, проспект Мира, д. 90"
"Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого

/ Прежние наименования /


до 2008 г. - Красноярская государственная медицинская академия

";Красноярский край;Красноярск;"660022, Красноярский край, г. Красноярск, ул. Партизана Железняка, дом 1"
"Красноярский государственный педагогический университет им. В.П. Астафьева
";Красноярский край;Красноярск;"660049, г. Красноярск, ул. Ады Лебедевой, д. 89"
"Красноярский государственный художественный институт
";Красноярский край;Красноярск;"660017, г. Красноярск, пр. Мира, д. 98"
"Красноярский институт железнодорожного транспорта - филиал Иркутского государственного университета путей сообщения в г. Красноярске
";Красноярский край;Красноярск;"660028, Красноярский край, г. Красноярск, ул. Ладо Кецховели, 89"
"Красноярский институт социально-экономических наук
";Красноярский край;Красноярск;"660010, Красноярский край, г. Красноярск, ул. Академика Вавилова, д. 1, стр. 10, офис 6-01"
"Красноярский институт экономики - филиал Санкт-Петербургского университета управления и экономики
";Красноярский край;Красноярск;"660100, г. Красноярск, а/я 5638, ул. Киренского д.70А каб.30"
"Красноярский филиал Академии труда и социальных отношений
";Красноярский край;Красноярск;"660017, г. Красноярск, ул. Марковского, д. 81"
"Красноярский филиал Московского государственного университета экономики, статистики и информатики (МЭСИ)
";Красноярский край;Красноярск;"660012, г. Красноярск, ул. Семафорная, д. 123"
"Красноярский филиал Российского экономического университета имени Г.В. Плеханова
";Красноярский край;Красноярск;"660012, Красноярский край, г. Красноярск, ул. Семафорная, д. 123."
"Красноярский филиал Санкт-Петербургского государственного университета гражданской авиации
";Красноярский край;Красноярск;"660022, г. Красноярск, ул. Взлетная. д. 15"
"Красноярский филиал Санкт-Петербургского Гуманитарного университета профсоюзов
";Красноярский край;Красноярск;"660022, Красноярский край, г. Красноярск, ул. Аэровокзальная, д. 4В, к. 1"
"Красноярский филиал Современной гуманитарной академии
";Красноярский край;Красноярск;"660041, Красноярский край, г. Красноярск, ул. Академика Киренского, д. 89, стр. 1"
"Красноярский филиал Университета Российской академии образования
";Красноярский край;Красноярск;"660018, г. Красноярск, ул. Куйбышева, д. 97"
"Лесосибирский педагогический институт - филиал Сибирского федерального университета
";Красноярский край;Лесосибирск;"662544, Красноярский край, г. Лесосибирск, ул. Победы, д. 42"
"Лесосибирский филиал Сибирского государственного университета науки и технологий имени академика М.Ф. Решетнева

/ Прежние наименования /


до 2017 г. - Лесосибирский филиал Сибирского государственного технологического университета
до 1994 г. - Филиал Красноярской государственной технологической академии в г.Лесосибирске

";Красноярский край;Лесосибирск;"662543, Красноярский край, г. Лесосибирск, ул. Победы, зд. 29, корпус 2"
"Лесосибирский филиал Современной гуманитарной академии
";Красноярский край;Лесосибирск;"662547, Красноярский край, г. Лесосибирск, 5-й микрорайон, д. 5а"
"Норильский государственный индустриальный институт

/ Прежние наименования /


до 31.12.2015 г. - Норильский индустриальный институт

";Красноярский край;Норильск;"663310, Красноярский край, г. Норильск, ул. 50 лет Октября, д. 7"
"Норильский филиал Кисловодского института экономики и права
";Красноярский край;Норильск;"663300, Красноярский край, г. Норильск, ул. Комсомольская, д. 21а"
"Норильский филиал Современной гуманитарной академии
";Красноярский край;Норильск;"663300, Красноярский край, г. Норильск, ул. Ленинградская, д. 7а"
"Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева

/ Прежние наименования /


до 2017 г. - Сибирский государственный технологический университет

";Красноярский край;Красноярск;"660049, г. Красноярск, пр. Мира, д. 82, корпус 1"
"Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева

/ Прежние наименования /


до 2017 г. - Сибирский государственный аэрокосмический университет имени академика М.Ф. Решетнева
до 2002 г. - Сибирская аэрокосмическая академия им. академика М.Ф.Решетнева

";Красноярский край;Красноярск;"660014, Красноярский край, г. Красноярск, просп. имени газеты «Красноярский рабочий», д. 31"
"Сибирский институт бизнеса, управления и психологии
";Красноярский край;Красноярск;"660037, город Красноярск, улица Московская дом 7 А"
"Сибирский федеральный университет

/ Прежние наименования /


до 27.12.2006 - Красноярский государственный университет

";Красноярский край;Красноярск;"660041, г. Красноярск, проспект Свободный, д. 79"
"Сибирский юридический институт Федеральной службы Российской Федерации по контролю за оборотом наркотиков

/ Прежние наименования /


до 24.11.2009 - Сибирский юридический институт Министерства внутренних дел Российской Федерации (г. Красноярск)

";Красноярский край;Красноярск;"660131, г. Красноярск, ул. Рокоссовского, д. 20"
"Торгово-экономический институт Сибирского федерального университета

/ Прежние наименования /


до 2012 г. - Красноярский государственный торгово-экономический институт
до 1992 г. - Красноярский институт советской торговли

";Красноярский край;Красноярск;"660075, Красноярский край, г. Красноярск, ул. Л. Прушинской, д. 2"
"Филиал Красноярского государственного педагогического университета им. В.П. Астафьева в г. Минусинске
";Красноярский край;Старая Русса;"175204, Новгородская область, г. Старая Русса, ул. Карла Маркса, д. 4"
"Филиал Красноярского государственного торгово-экономического института в г. Ачинске Красноярского края
";Красноярский край;Ачинск;"662100, Красноярский край, г. Ачинск, ул. Крупской, д. 28"
"Филиал Московского государственного университета культуры и искусств в городе Норильске
";Красноярский край;Норильск;"663318, Красноярский край, г. Норильск, ул. Ленинградская, д. 7а"
"Филиал Московского психолого-социального университета в г. Красноярске

/ Прежние наименования /


до 2011 г. - Филиал Московского психолого-социального института в г. Красноярске

";Красноярский край;Красноярск;"660060, г. Красноярск, ул. Качинская, д. 64, строение 9"
"Филиал Российского государственного гуманитарного университета в г. Красноярске
";Красноярский край;Красноярск;"660079, г. Красноярск, ул. Матросова, д. 19"
"Филиал Санкт-Петербургского института внешнеэкономических связей, экономики и права в г. Красноярске
";Красноярский край;Красноярск;"660075, Красноярский край, г. Красноярск, ул. Маерчака, д. 8, строение 9"
"Филиал Сибирского государственного университета науки и технологий имени академика М.Ф. Решетнева в г. Железногорске

/ Прежние наименования /


до 13.04.2017 г. - Филиал Сибирского государственного аэрокосмического университета имени академика М.Ф. Решетнева в г. Железногорске

";Красноярский край;Железногорск;"662971, Красноярский край, г. Железногорск, ул. Советская, д. 27"
"Зауральский гуманитарно-технологический институт
";Курганская область;Курган;"640018, Курганская область, г. Курган, ул. М. Горького, д. 148"
"Курганская государственная сельскохозяйственная академия имени Т.С. Мальцева
";Курганская область;Лесниково;"641300, Курганская область, Кетовский район, с. Лесниково"
"Курганский государственный университет (КГУ)
";Курганская область;Курган;"640669, Курганская область, г. Курган, ул. Гоголя, д. 25"
"Курганский институт железнодорожного транспорта - филиал Уральского государственного университета путей сообщения в г. Кургане
";Курганская область;Курган;"640000, г. Курган, ул. К. Мяготина, д. 147"
"Курганский филиал Академии труда и социальных отношений
";Курганская область;Курган;"640000, г. Курган, ул. Гоголя, д. 153"
"Курганский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации

/ Прежние наименования /


до 20.09.2010 - Курганский институт государственной и муниципальной службы (филиал) Уральской академии государственной службы

";Курганская область;Курган;"640022, г. Курган, ул. К.Маркса, д. 147-а"
"Курганский филиал Современной гуманитарной академии
";Курганская область;Курган;"640026, Курганская область, г. Курган, ул. Криволапова, д. 21"
"Курганский филиал Уральского института экономики, управления и права
";Курганская область;Курган;"640027, г. Курган, ул. Химмашевская, 9"
"Шадринский государственный педагогический институт
";Курганская область;Шадринск;"641870, Курганская область, г. Шадринск, ул. К. Либкнехта, д. 3"
"Шадринский филиал Московского педагогического государственного университета

/ Прежние наименования /


до 15.10.2015 - Шадринский филиал МГГУ имени М.А. Шолохова
до 30.11.2000 - Шадринский филиал Московского государственного открытого педагогического университета

";Курганская область;Шадринск;"Россия, УФО, 641871, Курганская обл., г. Шадринск, ул. Архангельского, 58"
"Академия бизнеса и предпринимательства
";Курская область;Железногорск;"307170, Курская область, г. Железногорск, ул. Гагарина, д. 22"
"Железногорский филиал Курского института менеджмента, экономики и бизнеса
";Курская область;Железногорск;"307170, Курская область, г. Железногорск, ул. Гагарина, д. 22"
"Железногорский филиал Современной гуманитарной академии
";Курская область;Железногорск;"307171, Курская область, Железногорский район, г. Железногорск, ул. Гагарина, д. 22"
"Индустриальный институт
";Курская область;Курск;"305044 , г. Курск, ул. Союзная, д. 67, корпус 1"
"Курская академия государственной и муниципальной службы (Академия госслужбы)

/ Прежние наименования /


Курский институт государственной и муниципальной службы

";Курская область;Курск;"305044, город Курск, улица Станционная,9"
"Курская государственная сельскохозяйственная академия имени профессора И.И. Иванова
";Курская область;Курск;"305021, г. Курск, ул. К. Маркса, 70"
"Курский автодорожный институт
";Курская область;Курск;"305040, Курская область, г. Курск, ул. 50 лет Октября, д. 169а"
"Курский государственный медицинский университет

/ Прежние наименования /


до 2007 г. - Курский медицинский институт

";Курская область;Курск;"305041, Курская область, г. Курск, ул. К. Маркса, 3"
"Курский государственный университет

/ Прежние наименования /


до 2005 г. - Курский государственный педагогический университет

";Курская область;Курск;"305000, г. Курск, ул. Радищева, д. 33"
"Курский гуманитарно-технический институт

/ Прежние наименования /


до 20.06.2003 - Гуманитарно-технический институт

";Курская область;Курск;"305048, Курская область, г. Курск, просп. Дружбы, д. 19"
"Курский институт кооперации (филиал) Белгородского университета кооперации, экономики и права

/ Прежние наименования /


до 09.10.2007 - Курский филиал Белгородского университета потребительской кооперации

";Курская область;Курск;"305004, г. Курск, ул. Радищева, д. 116"
"Курский институт менеджмента, экономики и бизнеса
";Курская область;Курск;"305000, г. Курск, ул. Радищева, 35"
"Курский медицинский институт
";Курская область;Курск;"305041, Курская область, г. Курск, ул. Карла Маркса, д. 3"
"Курский технический институт
";Курская область;Курск;"305048, Курская область, г. Курск, просп. Дружбы, д. 19"
"Курский филиал Орловского юридического института Министерства внутренних дел Российской Федерации
";Курская область;Курск;"305018, Курская область, г. Курск, ул. Народная, д. 11"
"Курский филиал Российского государственного торгово-экономического университета
";Курская область;Курск;"305001, г. Курск, ул. Софьи Перовской, д. 16"
"Курский филиал Современной гуманитарной академии
";Курская область;Курск;"305040, Курская область, г. Курск, ул. 50 лет Октября, д. 126"
"Курский филиал Финансового университета при Правительстве Российской Федерации
";Курская область;Курск;"305016, Курская область, г. Курск, ул. Ломоносова, д. 3"
"Льговский филиал Современной гуманитарной академии
";Курская область;Льгов;"307750, Курская область, Льговский район, г. Льгов, ул. Советская, д. 2"
"Региональный открытый социальный институт
";Курская область;Курск;"305009, г. Курск, ул. Маяковского, д. 85"
"Региональный финансово-экономический институт

/ Прежние наименования /


до 1997 г. - Школа бизнеса Аксенова, затем Колледж бизнеса Аксенова, затем- Региональный финансово-экономический техникум
до 20.06.2002 - Институт экономики и права Аксенова (г. Курск)

";Курская область;Курск;"305029, г. Курск, ул. Ломакина, 17"
"Рыльский филиал Современной гуманитарной академии
";Курская область;Рыльск;"307370, Курская область, Рыльский район, г. Рыльск, ул. Дзержинского, д. 18"
"Суджанский филиал Современной гуманитарной академии
";Курская область;Суджа;"307800, Курская область, г. Суджа, Советская пл., д. 19"
"Филиал Московского института государственного управления и права в Курской области

/ Прежние наименования /


до 2012 г. - Курский филиал Академии права и управления (институт)

";Курская область;Курск;"305023, Курская область, г. Курск, ул. луначарского 8"
"Филиал Московского института права в г. Курске
";Курская область;Курск;"305035, г. Курск, ул. Красной Армии, д. 100"
"Филиал Московского психолого-социального университета в г. Железногорске Курской области

/ Прежние наименования /


до 2011 г. - Филиал Московского психолого-социального института в г. Железногорске Курской области

";Курская область;Железногорск;"307170, Курская область, Железногорский район, г. Железногорск, ул. Рокоссовского, д. 54"
"Юго-Западный государственный университет (ЮЗГУ)

/ Прежние наименования /


до 2010 г. - Курский государственный технический университет

";Курская область;Курск;"305040, Курская область, г. Курск, ул. 50 лет Октября, д. 94"
